Coordinates
"8.2477391,51.7410016,0"
"8.2476211,51.7408953,0"
"8.2457328,51.7410016,0"
"8.2467628,51.7416194,0"
"8.2467198,51.7408587,0"
"8.2466716,51.740593,0"
"8.2468754,51.7394536,0"
"8.2463336,51.7387726,0"
"8.2458669,51.7389121,0"
"8.2457677,51.7391007,0"
"8.2458669,51.7389121,0"
"8.2463336,51.7387726,0"
"8.2463282,51.7383973,0"
"8.2463497,51.7380219,0"
"8.2463255,51.7379994,0"
"8.2461978,51.7380031,0"
"8.2460995,51.7380168,0"
"8.2459044,51.7380484,0"
"8.2491499,51.7371814,0"
"8.2486886,51.7374106,0"
"8.2488012,51.7376664,0"
"8.2489568,51.7378989,0"
"8.249107,51.7380684,0"
"8.2494611,51.7382112,0"
"8.2585859,51.7398838,0"
"8.2578564,51.7397492,0"
"8.2578135,51.7397094,0"
"8.2574299,51.7392011,0"
"8.257513,51.7390965,0"
"8.2574353,51.7391995,0"
"8.257513,51.7393157,0"
"8.2577028,51.7392942,0"
"8.257914,51.7392726,0"
"8.2583258,51.7392626,0"
"8.2589963,51.7393224,0"
"8.2552707,51.7424199,0"
"8.2554933,51.7424349,0"
"8.2557052,51.7424697,0"
"8.2564455,51.7424631,0"
"8.2566011,51.7426856,0"
"8.2566011,51.7429547,0"
"8.2391775,51.7362047,0"
"8.2379436,51.7362313,0"
"8.2363558,51.7364505,0"
"8.2390594,51.7336599,0"
"8.2394779,51.7331616,0"
"8.2394671,51.7329888,0"
"8.2389736,51.7319788,0"
"8.2384157,51.7320785,0"
"8.239435,51.7318858,0"
"8.2401323,51.7317064,0"
"8.2374501,51.7420579,0"
"8.2342315,51.7426292,0"
"8.2315278,51.7434928,0"
"8.2295537,51.7441438,0"
"8.2288241,51.7442368,0"
"8.2457368,51.7385169,0"
"8.2462417,51.7383786,0"
"8.2467681,51.7382577,0"
"8.2335448,51.7457115,0"
"8.2348323,51.7447683,0"
"8.2348108,51.7444361,0"
"8.2344675,51.7425893,0"
"8.2477898,51.758013,0"
"8.247841,51.7576006,0"
"8.2435763,51.7405764,0"
"8.2430935,51.7396728,0"
"8.2428682,51.7391546,0"
"8.2425356,51.7382776,0"
"8.2413769,51.7391413,0"
"8.2414627,51.7396263,0"
"8.2420743,51.7397393,0"
"8.2424176,51.7396994,0"
"8.2430506,51.7395798,0"
"8.2421064,51.7397393,0"
"8.2414412,51.7396263,0"
"8.2413983,51.7392277,0"
"8.241291,51.7391812,0"
"8.2409585,51.7392011,0"
